POZO;DELTA;DELTA ABSOLUTO;CURVA_REGISTRO;CURVA_INVERSION;CORRELACION;INTERVALO_FT;SIGNO_ESPERADO;CONSISTENCIA;LISTA
LLANITO-12;27.84;27.84;VSH;VPVS_SH-60;0.013;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;GR;IP_SH-60;0.54;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;GR;VPVS_SH-60;0.739;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;PERM;IP_SH-60;-0.265;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;PERM;VPVS_SH-60;-0.552;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;POR;IP_SH-60;-0.151;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;POR;VPVS_SH-60;-0.531;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;VSH;IP_SH-60;0.387;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;VSH;VPVS_SH-60;0.705;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;GR;IP_SH-60;0.439;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;GR;VPVS_SH-60;0.155;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;PERM;IP_SH-60;-0.329;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;PERM;VPVS_SH-60;-0.033;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;POR;IP_SH-60;-0.496;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;POR;VPVS_SH-60;-0.198;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;VSH;IP_SH-60;0.0505;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;VSH;VPVS_SH-60;0.208;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-121;29.01;29.01;GR;IP_SH-60;0.619;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;GR;VPVS_SH-60;0.239;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;PERM;IP_SH-60;-0.503;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;PERM;VPVS_SH-60;-0.444;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;POR;IP_SH-60;-0.614;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;POR;VPVS_SH-60;-0.292;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;VSH;IP_SH-60;0.613;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;VSH;VPVS_SH-60;0.227;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-99;31.05;31.05;GR;IP_SH-60;0.079;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;GR;VPVS_SH-60;-0.251;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;PERM;IP_SH-60;-0.028;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;PERM;VPVS_SH-60;0.454;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;POR;IP_SH-60;-0.119;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;POR;VPVS_SH-60;0.271;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;VSH;IP_SH-60;0.163;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;VSH;VPVS_SH-60;-0.286;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
