POZO;DELTA;DELTA ABSOLUTO;CURVA_REGISTRO;CURVA_INVERSION;CORRELACION;INTERVALO_FT;SIGNO_ESPERADO;CONSISTENCIA;LISTA
CARDALES-5;28.35;28.35;PERM;IP_SH60;0.1;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;PERM;VPVS_SH60;-0.256;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;POR;IP_SH60;-0.075;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;POR;VPVS_SH60;-0.314;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;VSH;IP_SH60;0.174;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
CARDALES-5;28.35;28.35;VSH;VPVS_SH60;0.156;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;GR;IP_SH60;0.079;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;GR;VPVS_SH60;0.047;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;PERM;IP_SH60;-0.104;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;PERM;VPVS_SH60;-0.003;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;POR;IP_SH60;-0.099;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;POR;VPVS_SH60;-0.093;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;VSH;IP_SH60;0.1;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-8;28.49;28.49;VSH;VPVS_SH60;0.097;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-121;29.01;29.01;GR;IP_SH60;0.351;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;GR;VPVS_SH60;0.577;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;PERM;IP_SH60;-0.5;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;PERM;VPVS_SH60;-0.505;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;POR;IP_SH60;0.302;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;POR;VPVS_SH60;-0.548;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;VSH;IP_SH60;0.32;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;VSH;VPVS_SH60;0.571;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-99;31.05;31.05;GR;IP_SH60;0.098;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;GR;VPVS_SH60;-0.513;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;PERM;IP_SH60;-0.24;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;PERM;VPVS_SH60;-0.029;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;POR;IP_SH60;0.022;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;POR;VPVS_SH60;0.584;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;VSH;IP_SH60;0.054;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;VSH;VPVS_SH60;-0.572;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
